SOURCE,PATH,PURPOSE,CURRENT_CANONICAL_EQUIVALENT,UNIQUE_VALUE,RUNTIME_RELEVANCE,PROVENANCE_RELEVANCE,DECISION,EVIDENCE,SHA256
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS\governance\eos-duplicate-review-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS\governance\eos-duplicate-review-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,5074761d93233c82f453e26d0133dd6aee82a3464f1a003744cdcbc4bd2627fd
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS\governance\eos-final-structure-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS\governance\eos-final-structure-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,cdbbd426c5eb68824ce3ca3295f9d74fe855c5ab88792fcf6670a9cd77cca9a2
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS\governance\eos-system-registry-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS\governance\eos-system-registry-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,6a090fc89a6632176c7b57a754c1bdad5dca2513bd8fddaa1cbd8fd77cbff88d
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-FINAL\10_GOVERNANCE\eos-final-system-map-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-FINAL\10_GOVERNANCE\eos-final-system-map-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,869ff1e513a166a05cbe153067ebc2b6016b7ac906660db2ac06d9fe4e1943f1
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-FINAL\10_GOVERNANCE\eos-product-master-reconciliation-report-v1.json,"Evidence, inventory, or historical decision context",archive\old_folders\GREENY-LIFE-EOS-FINAL\10_GOVERNANCE\eos-product-master-reconciliation-report-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,66605364947971a10dbbf29bd458f3eda174b7c1b5c513d5a55597a788e7a4c3
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-FINAL\10_GOVERNANCE\eos-product-reference-map-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-FINAL\10_GOVERNANCE\eos-product-reference-map-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,de1d9acebe3cfa1867dcb5c8ad7b1d4e05f983aeb89344c7ab0a86d480c7f824
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-FINAL\10_GOVERNANCE\final-merge-report-v2.json,"Evidence, inventory, or historical decision context",archive\old_folders\GREENY-LIFE-EOS-FINAL\10_GOVERNANCE\final-merge-report-v2.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,78c922898e6ed3fac85fa1601cc9b28504cc3a40df970cec29fdb9045ee8fcdc
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-FINAL\10_GOVERNANCE\missing-product-assets-report-v1.json,"Evidence, inventory, or historical decision context",archive\old_folders\GREENY-LIFE-EOS-FINAL\10_GOVERNANCE\missing-product-assets-report-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,94bc07746b5bb557f94003431bc0db76cb765036373c86e599b10cf917abada2
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\database\database-engine-report-v1.json,"Evidence, inventory, or historical decision context",archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\database\database-engine-report-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,56bf0382196983ac3d936e605d6a9173b0d698fd019330a1f110215edb9a3710
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\enterprise-control-center-v1\enterprise-control-center-report-v1.json,"Evidence, inventory, or historical decision context",archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\enterprise-control-center-v1\enterprise-control-center-report-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,a1850fceb0ee67605aa485efc4c899442826b6da4f569a59bcbae7f70e96adc3
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\enterprise-control-center-v1\enterprise-control-center-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\enterprise-control-center-v1\enterprise-control-center-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,7be2632983a241668c1fb1841f3326a5be79f03b867913987f58db394201202a
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\first-export-order.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\first-export-order.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,12f69c2ebeb1752fa6b6ece7cb9e18a8a239e950f3456e43daa5c06344845e02
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\operational-kpi.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\operational-kpi.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,a65d05568b99164331ba5c88128a6bda4bc063b2a1623b43f1128537216fa672
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\real-master-data.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\real-master-data.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,7241b33d8947e9fdea2e1f138c1aba67a962d0ef0070335504b5e89953c4fd91
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\activation\master-template-link-v1\master-template-activation-report.json,"Evidence, inventory, or historical decision context",archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\activation\master-template-link-v1\master-template-activation-report.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,aba0ed01f2452ebac0cbd7d0002d3fac7905845e1dfc690afd70c620da74be2d
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\activation\master-template-link-v1\product-template-links.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\activation\master-template-link-v1\product-template-links.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,a91f5557b17b93464b643615d807d07908e1d2a335a89d5c4ba8c4b6ea6fb837
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\ai-alerts-engine-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\ai-alerts-engine-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,1b18d2e711f7691cfda1110aed620ee15bf6012c9e7fd9db58ccd28209f598c8
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\ai-recommendation-engine-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\ai-recommendation-engine-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,df66e65e4bdac5c7bca0b46402290f4604447fd0b21c2ed51bbb7d0dc74b56ce
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\automation-report-v1.json,"Evidence, inventory, or historical decision context",archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\automation-report-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,4421c5c28a0a0cfe270d91c633135ddf6964db4bbc209b55d06bf91879f59bd6
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\export-automation-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\export-automation-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,999ea0a6f013e74b676845543fed11ec5b2af98e2e52f5e13caff36d3e310de5
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\order-automation-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\order-automation-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,bbcebe30ec52987a7879432bfaab1c432a70def57f4315e520e923033e2d3ee9
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\supplier-automation-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\supplier-automation-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,a279e7e2e22243d29dddd903714b41c6c81b6547707dc36f8ae0f24b17d4b188
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\task-management-engine-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\task-management-engine-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,12f98c08cfc84aeb17686288352e733d9a0cfcfa41be39bf85d6ebbde89e9e2b
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\workflow-engine-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\ai\ai-automation-workflow-v1\workflow-engine-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,ec0c42d64148c5b16e2764251f5eee1638ac452fa4b1d09b775850bc2e50a424
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\analytics-bi-report-v1.json,Intelligence/governance capability,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\analytics-bi-report-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,57dc8d77f0e1342b78da768ee70c3d0d9e0c949cc682d30370a3803c1b5c1feb
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\executive-bi-dashboard-v1.json,Intelligence/governance capability,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\executive-bi-dashboard-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,c4cf47172f029644711b86cfe974e0257aca8ccd78e84dfaa65254a1a56cbb26
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\export-performance-analytics-v1.json,Intelligence/governance capability,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\export-performance-analytics-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,a5df5f9bd402298fbe5a618aa668245cab0a624f9043cc8cb541b7917f4e150f
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\financial-analytics-v1.json,Intelligence/governance capability,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\financial-analytics-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,dd79e9d24630b321d9e88f9a878920a3bf6b1ec2302fa085bf2a2b07624f2a8c
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\kpi-dashboard-engine-v1.json,Intelligence/governance capability,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\kpi-dashboard-engine-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,d0b16929b74911e24cfaebdc7085088084f2ec66d422fac3d1770f60998ac0af
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\predictive-analytics-engine-v1.json,Intelligence/governance capability,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\predictive-analytics-engine-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,e7ee7bffca1da81dcd23a4fee5ab0cffdf38e72bc66dd967982cad872eb6abb3
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\sales-analytics-v1.json,Intelligence/governance capability,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\sales-analytics-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,4b7f0c0007dd0c8fc2b4978acadddbed530ad70bf9a3bd9073ba4f9b0dca4dbc
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\supplier-performance-analytics-v1.json,Intelligence/governance capability,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\analytics\analytics-business-intelligence-v1\supplier-performance-analytics-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,c055ec0a2ed19da34d71100e780402971e33d0878136b46db259359519113614
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\database-api-layer-v1\api-registry-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\database-api-layer-v1\api-registry-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,9b3d4dab4053a49c88e73d3a8739ecae5f96eb84117ff7f27937854ffc2dc012
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\database-api-layer-v1\backend-service-registry-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\database-api-layer-v1\backend-service-registry-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,bdb39288cf9e1ae7b3d0314413bab5132441e557a82844b96b8af9a4c4bfff96
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\database-api-layer-v1\database-api-layer-report-v1.json,"Evidence, inventory, or historical decision context",archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\database-api-layer-v1\database-api-layer-report-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,4280630f2eacbcf0848d242a7f0ba0dfc9dca1830d954df698c4d615c6fc9d3d
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\database-api-layer-v1\database-schema-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\database-api-layer-v1\database-schema-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,63ea463e0f55d08afc9b140d36c5c9b16f5be83702068f4edc0be2cd7e6a9d74
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\unified-operating-core-v1\api-registry-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\unified-operating-core-v1\api-registry-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,0ed0ce86d941ae0e666111b034f92464bf8677166b95e906f62bbb18ee534dff
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\unified-operating-core-v1\core-architecture-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\unified-operating-core-v1\core-architecture-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,c0cf5a17af8791c97254389bbe0e6f9831c961faf3882867f30218b77e878e14
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\unified-operating-core-v1\database-map-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\unified-operating-core-v1\database-map-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,d72fab4bc8a8572a24420ad4a92305e8f89c0a26cced02d79a3f59f3622df9aa
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\unified-operating-core-v1\service-registry-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\unified-operating-core-v1\service-registry-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,ca087610699956b6ffddfc3253ae503fee02a154cd598c6a83ff83c64e576e56
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\unified-operating-core-v1\unified-core-report-v1.json,"Evidence, inventory, or historical decision context",archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\core\unified-operating-core-v1\unified-core-report-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,79f2d2d1f564381e58d03ee70a469381e7d0438f467cfd38faa1c8760ca3712c
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\erp\erp-integration-layer-v1\batch-traceability-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\erp\erp-integration-layer-v1\batch-traceability-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,b00ab597b4bb9e137c1885fc88de3f945b195ed79e9cc6e93671fe6b8588e50e
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\erp\erp-integration-layer-v1\erp-integration-report-v1.json,"Evidence, inventory, or historical decision context",archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\erp\erp-integration-layer-v1\erp-integration-report-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,18ed38d1676f984562ba2ffe58dbe7f09ab71312f2f37d67af0c6216994be8e6
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\erp\erp-integration-layer-v1\export-orders-management-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\erp\erp-integration-layer-v1\export-orders-management-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,b763802190e8c05650432d63a35df3347e60d3492d9c3ba89f84e64b88e2a9cb
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\erp\erp-integration-layer-v1\shipping-management-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\erp\erp-integration-layer-v1\shipping-management-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,4e5d231c3baf3043e60d5780579fdfb8ef29b8d2dfce41c0581747ce1fcc36b8
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\erp\erp-integration-layer-v1\supplier-integration-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\erp\erp-integration-layer-v1\supplier-integration-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,062f2722a8a90ad59df46379db7e88527cd9b7454dd2510a4352b504fabdcfcb
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\frontend\frontend-core-v1\app-navigation-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\frontend\frontend-core-v1\app-navigation-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,faae9aeff445c6b7e6fcb85ca22654cc13897067dc26c6777178f9579e290a3e
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\frontend\frontend-core-v1\dashboard-layout-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\frontend\frontend-core-v1\dashboard-layout-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,44f6868e83bf440fdfc017a9067df278d0a02fd0af27028b1d3803eec5c9e719
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\frontend\frontend-core-v1\frontend-api-binding-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\frontend\frontend-core-v1\frontend-api-binding-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,f12e4ea540050a4a0d6a6d0d1e02a496c8e88986bd5918da561205028444ef55
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\frontend\frontend-core-v1\frontend-core-report-v1.json,"Evidence, inventory, or historical decision context",archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\frontend\frontend-core-v1\frontend-core-report-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,274242c47fb7af58e8d9bf120b2213c00aef2aacc3207b422c982f58a4490967
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\frontend\frontend-core-v1\ui-components-registry-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\frontend\frontend-core-v1\ui-components-registry-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,37b84731b946bbd2e83e9b2d83425532f2080724b1d9b814af6d7d9e7da2c929
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\frontend\frontend-core-v1\user-interface-map-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\frontend\frontend-core-v1\user-interface-map-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,5264608ded5bb23b1ac42e664c7ce329e0f65233c3805eb2a1fe5d13f1901ba3
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\export-operating-flow-v1\batch-traceability-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\export-operating-flow-v1\batch-traceability-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,de412283f2b250b3aa4ff22dde781a4907a56e689f59765a54f7ec302d8b3422
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\export-operating-flow-v1\export-operating-flow-report-v1.json,"Evidence, inventory, or historical decision context",archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\export-operating-flow-v1\export-operating-flow-report-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,1ddc530798711cf3b079ca50d783a7d72fb40f380e0c0169d43d5675e224de87
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\export-operating-flow-v1\export-orders-flow-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\export-operating-flow-v1\export-orders-flow-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,c876d26f5d1807503b5edb065b1a78ed50072b264b666c481a71e8f78daae338
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\export-operating-flow-v1\shipping-flow-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\export-operating-flow-v1\shipping-flow-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,760980986923ada273a09787c3a2c3ae97a9b81461b4b13f29579255713134ad
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\export-operating-flow-v1\supplier-master-v1.json,Structured state/data/report material,archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\export-operating-flow-v1\supplier-master-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,67c32f6e45636d52e4a0a266773e399ae1214ee3509a6cbc81ae9e67e45992cf
LEGACY_REVIEW,20260814-221919\archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\export-transactions\export-engine-report-v1.json,"Evidence, inventory, or historical decision context",archive\old_folders\GREENY-LIFE-EOS-PRODUCTION\operations\export-transactions\export-engine-report-v1.json,NONE,NONE,NORMAL,PROVEN_DUPLICATE,Exact SHA-256 duplicate already retained in canonical/estate.,817120aa5622b5e61e2d6fd8db6a6c190b333ad3132a5ba11e72a6ee549be69e
